Course,ID,Department
What Is Friendship?,COLT,Comparative Literature
Introduction to the Theory of Literature,COLT,Comparative Literature
Silk Road Fictions,COLT,Comparative Literature
The Arab Renaissance,COLT,Comparative Literature
Political Commitment in Modern Arabic Literature,COLT,Comparative Literature
Global Modernism and Crisis,COLT,Comparative Literature
Potential History of the Jewish Muslim World,COLT,Comparative Literature
All the World's a Stage: Seventeenth-Century Drama,COLT,Comparative Literature
Chinese Theatre in the Mao Years,COLT,Comparative Literature
Japanese Theatre: from Dengaku to De Sade,COLT,Comparative Literature
Medieval Drama,COLT,Comparative Literature
European Early Modern Drama,COLT,Comparative Literature
Philosophy and Tragedy,COLT,Comparative Literature
Shakespeare and Philosophy,COLT,Comparative Literature
Shakespeare and,COLT,Comparative Literature
Shakespeare,COLT,Comparative Literature
Classical Tragedy,COLT,Comparative Literature
Tragedy from Sophocles to The Wire,COLT,Comparative Literature
Shakespeare in Perspective,COLT,Comparative Literature
Theater and Revolution,COLT,Comparative Literature
Antigones,COLT,Comparative Literature
Race and Gender in Early Modern Theater,COLT,Comparative Literature
The Tale of Genji and its Legacy,COLT,Comparative Literature
Fictions of the Caribbean,COLT,Comparative Literature
Masterworks of Chinese Fiction,COLT,Comparative Literature
Modern Japanese Fiction,COLT,Comparative Literature
Postcolonial Faulkner,COLT,Comparative Literature
"Proust, Joyce and Faulkner",COLT,Comparative Literature
The Bildungsroman,COLT,Comparative Literature
The Captivity Narrative,COLT,Comparative Literature
The Fiction of Relationship,COLT,Comparative Literature
The South: Literatures of the U.S. South and South America,COLT,Comparative Literature
Visionary Fictions,COLT,Comparative Literature
The European Novel From Goethe to Proust,COLT,Comparative Literature
Gigantic Fictions,COLT,Comparative Literature
The European Novel from Richardson to Goethe,COLT,Comparative Literature
Words Like Daggers: The Epistolary Novel,COLT,Comparative Literature
Blast from the Past: The Historical Novel,COLT,Comparative Literature
The Twilight Zone: Classics of Horror Fiction,COLT,Comparative Literature
Family Fictions in the Enlightenment,COLT,Comparative Literature
The 19th-Century Novel: Transatlantic Perspectives,COLT,Comparative Literature
The Modernist Novel: Alienation and Narration,COLT,Comparative Literature
Reading the Short Story,COLT,Comparative Literature
Peasant-Boom-Slum: The Latin American Novel,COLT,Comparative Literature
Ancient Greek Myth in Modern Poetry,COLT,Comparative Literature
Classical Japanese Poetry,COLT,Comparative Literature
Critical Approaches to Chinese Poetry,COLT,Comparative Literature
"Poetry, Art, and Beauty",COLT,Comparative Literature
"Poetry of Europe: Montale, Celan, Hill",COLT,Comparative Literature
Readings in Poetry and Poetics,COLT,Comparative Literature
The Classical Tradition in English Poetry,COLT,Comparative Literature
Voices of Romanticism,COLT,Comparative Literature
The Poetry of Childhood,COLT,Comparative Literature
Leaves of Words: Japanese Poetry and Poetics,COLT,Comparative Literature
Measures of Poetry: A Workshop,COLT,Comparative Literature
Modern Arabic Poetry,COLT,Comparative Literature
"Poets, Poetry, and Politics",COLT,Comparative Literature
Reading Modernist Poetry,COLT,Comparative Literature
Loss in Modern Arabic Literature,COLT,Comparative Literature
Reading Modernist Poetry,COLT,Comparative Literature
Anti Poetry,COLT,Comparative Literature
Killer Love: Passion and Crime in Fiction and Film,COLT,Comparative Literature
1948 Photo Album: From Palestine To Israel,COLT,Comparative Literature
Lyric Genre-Benders,COLT,Comparative Literature
Nationalism and Transnationalism in Film and Fiction,COLT,Comparative Literature
Cinema's Bodies,COLT,Comparative Literature
"The Listener (Literature, Theory, Film)",COLT,Comparative Literature
Poets on Poetry,COLT,Comparative Literature
Colonialisms on Trial,COLT,Comparative Literature
Irony,COLT,Comparative Literature
Japanese Aesthetics and Poetics,COLT,Comparative Literature
Theory of Lyric Poetry,COLT,Comparative Literature
What is Reading?,COLT,Comparative Literature
Ecological Thought,COLT,Comparative Literature
Visions of Liberation: African Decolonization Now?,COLT,Comparative Literature
The Promise of Being: Heidegger for Beginners,COLT,Comparative Literature
Of Friends and Enemies,COLT,Comparative Literature
Introduction to Literary Translation,COLT,Comparative Literature
Literary Translation Workshop,COLT,Comparative Literature
Exercises in Literary Translation,COLT,Comparative Literature
Aesthetics in the Colonial Frame,COLT,Comparative Literature
City (B)Lights,COLT,Comparative Literature
Dwellers Amid the Clouds: the Literature of the Court,COLT,Comparative Literature
Fiction and History,COLT,Comparative Literature
Gates of Asia,COLT,Comparative Literature
History and Aesthetic Form,COLT,Comparative Literature
Housing Problems,COLT,Comparative Literature
Image and Text: the Reconstitution of Narrative,COLT,Comparative Literature
Freud: Writer and Reader,COLT,Comparative Literature
Latin American Literature in Dialogue with France,COLT,Comparative Literature
Literature and Medicine,COLT,Comparative Literature
Literature and Money in the Age of Paper,COLT,Comparative Literature
Literature and the City,COLT,Comparative Literature
Literature and the Culture of Capitalism,COLT,Comparative Literature
Marx and Modern Literature,COLT,Comparative Literature
Modern Japanese Women Writers,COLT,Comparative Literature
Nietzsche,COLT,Comparative Literature
Postcolonial Theory and Fiction,COLT,Comparative Literature
The 'Tenth Muse' Phenomenon,COLT,Comparative Literature
The Idea of Beauty,COLT,Comparative Literature
"Travel, Tourism, Trafficking through the Ages",COLT,Comparative Literature
Persons and Portraits: Self in Early Modern Europe,COLT,Comparative Literature
"Modernism: From Paris to Athens, 1900s - 1950s",COLT,Comparative Literature
Poisonous or Prophetic?,COLT,Comparative Literature
Philosophy and Literature of German Romanticism,COLT,Comparative Literature
"Levantine Cities: Alexandria, Istanbul, Athens",COLT,Comparative Literature
Literature and the Arts,COLT,Comparative Literature
Marx and his Critics,COLT,Comparative Literature
Genius and Melancholia in the Renaissance,COLT,Comparative Literature
Literature and the American Presidency,COLT,Comparative Literature
Literatures of Immigration,COLT,Comparative Literature
Violence and Representation,COLT,Comparative Literature
Poetry and Ethics,COLT,Comparative Literature
The Colonial and the Postcolonial Marvelous,COLT,Comparative Literature
The Problem of the Vernacular,COLT,Comparative Literature
Making a List,COLT,Comparative Literature
Early Modern Women's Writing,COLT,Comparative Literature
Adventures of the Avant-Garde,COLT,Comparative Literature
Literature and Judgement,COLT,Comparative Literature
The Cash Nexus: Economy and Literature,COLT,Comparative Literature
Soil: The Earth and Environmental Writing,COLT,Comparative Literature
Political Commitment in Arabic Literature,COLT,Comparative Literature
Apartheid in Post-Apartheid South African Literature,COLT,Comparative Literature
"The Balkans, Europe's Other?: Literature, Film, History",COLT,Comparative Literature
Maghrebi Fiction and Psychoanalysis,COLT,Comparative Literature
Politics of Reading,COLT,Comparative Literature
Posthumanism and the Ends of Man,COLT,Comparative Literature
Apocalypse,COLT,Comparative Literature
"Memory, Commemoration, Testimony",COLT,Comparative Literature
Torn Halves of Modernism,COLT,Comparative Literature
Encountering Monsters in Comparative Literature,COLT,Comparative Literature
Dark and Cloudy Words: Metaphor and Poetry,COLT,Comparative Literature
Irony: Language and Failure,COLT,Comparative Literature
The Literature of the Americas,COLT,Comparative Literature
Dialectics of Word and Image,COLT,Comparative Literature
Theories of the Lyric,COLT,Comparative Literature
Comparative Literature and Its Others,COLT,Comparative Literature
Romantic Theory: Theirs and Ours,COLT,Comparative Literature
Theory of Comparative Literature,COLT,Comparative Literature
Theory of Lyric Poetry,COLT,Comparative Literature
Irony,COLT,Comparative Literature
Literary Readings in Aesthetic Theory,COLT,Comparative Literature
Walter Benjamin Around 1921,COLT,Comparative Literature
Advanced Practicum in Literary Translation,COLT,Comparative Literature
Theory and Practice of Literary Translation,COLT,Comparative Literature
Literary Translation,COLT,Comparative Literature
Translation: Theory and Practice,COLT,Comparative Literature
New Directions for Comparative Literature,COLT,Comparative Literature
Fiction and History,COLT,Comparative Literature
The 'Tenth Muse' Phenomenon,COLT,Comparative Literature
What was Enlightenment?,COLT,Comparative Literature
Latin America and Theory,COLT,Comparative Literature
The Politics and Aesthetics of Masochism,COLT,Comparative Literature
Literature and the State of Exception,COLT,Comparative Literature
Moderns and Primitives,COLT,Comparative Literature
Discourses of the Senses,COLT,Comparative Literature
City (B)Lights,COLT,Comparative Literature
Jacques Derrida's of Grammatology,COLT,Comparative Literature
Aesthetics and the Eighteenth Century Subject,COLT,Comparative Literature
Culture and Politics in Cuba and the Caribbean,COLT,Comparative Literature
Postcolonial Melancholia,COLT,Comparative Literature
Poetry after Kant,COLT,Comparative Literature
Universals,COLT,Comparative Literature
Literature and Judgment,COLT,Comparative Literature
Historical Form,COLT,Comparative Literature
War,COLT,Comparative Literature
Literature and the Arts,COLT,Comparative Literature
Walter Benjamin and Modern Theory,COLT,Comparative Literature
Cultural Translation: Theory and Practice,COLT,Comparative Literature
Histories of the Early Modern Body,COLT,Comparative Literature
Economies of the Visual (The Reverse of Images),COLT,Comparative Literature
The Digital World,CSCI,Computer Science
A Data-Centric Introduction to Programming,CSCI,Computer Science
Practical System Skills,CSCI,Computer Science
A First Byte of Computer Science,CSCI,Computer Science
Data Fluency for All,CSCI,Computer Science
Computing Foundations: Data,CSCI,Computer Science
Computing Foundations: Program Organization,CSCI,Computer Science
User Interfaces and User Experience,CSCI,Computer Science
Introduction to Algorithms and Data Structures,CSCI,Computer Science
Introduction to Object-Oriented Programming and Computer Science,CSCI,Computer Science
Computer Science: An Integrated Introduction,CSCI,Computer Science
Computer Science: An Integrated Introduction,CSCI,Computer Science
Accelerated Introduction to Computer Science,CSCI,Computer Science
Program Design with Data Structures and Algorithms,CSCI,Computer Science
Introduction to Discrete Structures and Probability,CSCI,Computer Science
Fundamentals of Computer Systems,CSCI,Computer Science
Introduction to Computer Systems,CSCI,Computer Science
Introduction to Software Engineering,CSCI,Computer Science
Introduction to Computer Systems,CSCI,Computer Science
Foundations of AI,CSCI,Computer Science
Linear Algebra for Machine Learning,CSCI,Computer Science
Theory of Computation,CSCI,Computer Science
The Basics of Cryptographic Systems,CSCI,Computer Science
Introduction to Computer Graphics,CSCI,Computer Science
Computer Graphics Lab,CSCI,Computer Science
Introduction to Computer Animation,CSCI,Computer Science
Compilers and Program Analysis,CSCI,Computer Science
Database Management Systems,CSCI,Computer Science
Intermediate 3D Computer Animation,CSCI,Computer Science
Computational Photography,CSCI,Computer Science
User Interfaces and User Experience,CSCI,Computer Science
Fundamentals of Computer Systems,CSCI,Computer Science
Creating Modern Web & Mobile Applications,CSCI,Computer Science
Computer Systems,CSCI,Computer Science
Introduction to Software Engineering,CSCI,Computer Science
Human Factors in Cybersecurity,CSCI,Computer Science
Virtual Reality Design for Science,CSCI,Computer Science
Distributed Computer Systems,CSCI,Computer Science
Systems for Machine Learning,CSCI,Computer Science
Artificial Intelligence,CSCI,Computer Science
Foundations in AI,CSCI,Computer Science
Machine Learning,CSCI,Computer Science
Computer Vision,CSCI,Computer Science
Algorithmic Game Theory,CSCI,Computer Science
Computational Linguistics,CSCI,Computer Science
Deep Learning,CSCI,Computer Science
Building Intelligent Robots,CSCI,Computer Science
Fairness in Automated Decision Making,CSCI,Computer Science
Introduction to Cryptography and Computer Security,CSCI,Computer Science
Applied Cryptography,CSCI,Computer Science
Algorithmic Aspects of Machine Learning,CSCI,Computer Science
Probabilistic Methods in Computer Science,CSCI,Computer Science
Design and Analysis of Algorithms,CSCI,Computer Science
Algorithms: in Depth,CSCI,Computer Science
Information Retrieval and Web Search,CSCI,Computer Science
Introduction to Computational Complexity,CSCI,Computer Science
Real-Time and Embedded Software,CSCI,Computer Science
Building High-Performance Servers,CSCI,Computer Science
Computer Systems Security Lab,CSCI,Computer Science
Software Security and Exploitation,CSCI,Computer Science
Introduction to Computer Systems Security,CSCI,Computer Science
Operating Systems,CSCI,Computer Science
Designing High-Performance Network Systems,CSCI,Computer Science
Computer Networks,CSCI,Computer Science
Operating Systems Laboratory,CSCI,Computer Science
Logic for Systems,CSCI,Computer Science
Programming Languages Lab,CSCI,Computer Science
Design and Implementation of Programming Languages,CSCI,Computer Science
Multiprocessor Synchronization,CSCI,Computer Science
Parallel and Distributed Programming,CSCI,Computer Science
Cybersecurity and International Relations,CSCI,Computer Science
"Computers, Freedom and Privacy",CSCI,Computer Science
Computational Molecular Biology,CSCI,Computer Science
Algorithmic Foundations of Computational Biology,CSCI,Computer Science
Deep Learning in Genomics,CSCI,Computer Science
Cybersecurity Law and Policy,CSCI,Computer Science
Cybersecurity Ethics,CSCI,Computer Science
Introduction to Computer Security,CSCI,Computer Science
csciStartup,CSCI,Computer Science
Computational Modeling and Algorithmic Thinking,CSCI,Computer Science
Computational Topology and Discrete Geometry,CSCI,Computer Science
Computational Topology,CSCI,Computer Science
Introduction to Computational Geometry,CSCI,Computer Science
Innovating Game Development,CSCI,Computer Science
Advanced Practical Combinatorial Algorithms,CSCI,Computer Science
2D Game Engines,CSCI,Computer Science
Advanced Animation Production,CSCI,Computer Science
Topics in 3D Game Engine Development,CSCI,Computer Science
Software Foundations,CSCI,Computer Science
Computational Methods for Biology,CSCI,Computer Science
Data Science,CSCI,Computer Science
Designing Humanity Centered Technology,CSCI,Computer Science
Optimization Methods in Finance,CSCI,Computer Science
CS for Social Change,CSCI,Computer Science
Interdisciplinary Scientific Visualization,CSCI,Computer Science
Blockchains and Cryptocurrencies,CSCI,Computer Science
Introduction to Robotics,CSCI,Computer Science
Surveying VR Data Visualization Software for Research,CSCI,Computer Science
Sublinear Algorithms for Big Data,CSCI,Computer Science
Formal Proof and Verification,CSCI,Computer Science
Fairness in Automated Decision Making,CSCI,Computer Science
Responsible Computer Science in Practice,CSCI,Computer Science
Algorithmic Aspects of Machine Learning,CSCI,Computer Science
Algorithms for the People,CSCI,Computer Science
Contemporary Digital Policy and Politics,CSCI,Computer Science
Computer Architecture,CSCI,Computer Science
Robots as a Medium: Creating Art with Teams of Robots,CSCI,Computer Science
Accessible and Inclusive Cybersecurity and Privacy,CSCI,Computer Science
Independent Study in 2D Game Engines,CSCI,Computer Science
Topics in 3D Game Engine Development,CSCI,Computer Science
Computer Science Research Methods,CSCI,Computer Science
Privacy and Personal Data Protection,CSCI,Computer Science
Computer Graphics,CSCI,Computer Science
Advanced Computer Graphics,CSCI,Computer Science
Topics in Database Management,CSCI,Computer Science
Human-Computer Interaction Seminar,CSCI,Computer Science
Human Factors and User Interface Design,CSCI,Computer Science
Programming Environments,CSCI,Computer Science
Software Engineering,CSCI,Computer Science
Interdisciplinary Scientific Visualization,CSCI,Computer Science
Privacy-Conscious Computer Systems,CSCI,Computer Science
Reading the Large Language Models,CSCI,Computer Science
Statistical Models in Natural-Language Understanding,CSCI,Computer Science
Probabilistic Graphical Models,CSCI,Computer Science
